Synthetic Data 1,Synthetic Data 2,Synthetic Data 3
-0.9162856,-0.5253819,0.18361601
0.92859447,-1.8675358,-0.34972942
0.70507413,-1.6381109,0.12435488
-0.9604017,0.73405,0.21447894
-0.55723524,0.011897352,-0.47766146
0.7887976,-0.6839486,-1.158759
1.6083536,-1.1099918,0.31251603
-0.8924874,-1.6189696,1.7563317
-1.5215985,1.2100662,2.3908691
-1.14051,-0.492607,-0.45334145
1.1932348,-0.13502608,2.1753376
0.37991312,-1.5661685,0.101323105
0.69799006,-0.91848797,0.8271063
-0.90580374,0.9781577,-0.42314813
0.33125478,-1.1097188,0.077624895
1.1171829,-0.39157778,0.9742461
0.6256905,0.97699577,-0.7627914
1.8720888,0.8631248,1.7211518
0.3193971,-1.0119739,0.19971415
-0.39673233,0.9409073,-0.7425768
-0.8169608,-1.4232736,0.78181964
-1.0031002,-0.13798875,0.81983036
-0.28804874,1.0399044,0.4689372
-1.6131402,-0.7174014,0.49067822
-1.0336694,1.1944166,-0.76014394
-1.0704648,-0.040263496,-0.2954989
0.8837495,-0.2286302,0.6853355
1.3957877,-0.33797067,1.3813332
-2.0814457,-1.0329113,0.33754024
0.6254217,-2.5185423,0.2747042
-0.27783692,-0.96279675,-0.43646613
-1.8888224,1.1354119,-0.51539844
0.37413323,0.8056246,0.71507245
-0.6292549,-0.43442985,0.07803551
1.9602042,-0.7682812,1.6334199
-0.7123656,2.545488,0.66669035
-0.5323711,0.5969591,-0.06385915
-0.83205646,1.9465318,-0.32990536
0.14902791,-0.45150602,0.47838238
1.6514498,-0.05045033,0.94876724
-0.2499429,-0.7554644,1.1356444
-0.31737822,-0.21659487,1.0582304
0.5291803,-0.6326563,0.34783134
-0.55767417,0.8372844,-0.87664807
1.8294047,-1.3510848,-0.035749212
-2.8484893,0.31681272,1.2546712
0.14463243,-0.7542197,0.3236379
1.6630007,0.28290412,-0.124693826
0.8465198,-1.8361454,-0.8279914
1.1410788,-0.40172547,0.16654515
0.95508987,-0.8114982,-0.20518833
0.83002084,0.12504421,-0.98679554
0.96686554,-0.036032744,-0.2753162
-0.3867012,-0.54311496,-1.8063366
0.5325202,2.5686762,-1.020114
0.08486899,0.072427146,0.08204251
-0.33068514,1.9927809,2.127631
-0.08391548,1.6651453,0.23590413
-0.35606632,-1.1078384,0.098741494
-0.56101906,-1.2842655,-0.032444086
0.28486335,-1.6949513,-0.3971796
-0.51436514,-0.41697598,-0.027320743
1.0756686,-0.2498919,1.5759244
-0.9973756,0.38599247,0.087658025
-1.0111885,-0.30549446,-0.21215361
0.03786158,1.9761772,0.5956501
-0.9689057,-0.35537073,-0.88957304
0.59488684,-0.22355857,-3.2926826
-0.11198046,-0.6487448,0.35651335
0.255463,0.9234702,-0.02654503
1.494778,-1.7566338,0.34047553
1.9860514,-0.74041444,1.1661943
0.28875938,0.8470007,1.1897644
-1.7791294,0.70386326,2.1981993
1.7336195,0.03671512,-0.9403903
-1.6256336,0.5754994,0.7353037
-0.9202704,0.16104117,0.15509284
-0.76324964,1.0659814,-0.44307062
1.3815659,-1.5058341,-0.043532565
1.2643796,-2.1218503,-0.4032527
0.43106222,-0.48499036,-0.85345596
0.48686206,0.22878754,1.1774622
1.5094908,-0.007756151,1.0680232
1.0113553,1.1926289,0.96777505
1.8648169,-0.32820657,0.81630915
0.6386907,1.4280292,2.3086636
-1.996934,0.7256446,0.18850175
-1.1670454,-0.17038463,0.99772054
0.82131314,-0.4974341,1.0536082
-1.681455,0.61305326,0.49981692
-0.1936413,-1.2470226,-0.3290442
0.5216443,-0.78666586,-0.41979316
-0.81167686,-0.1558702,0.42658052
-0.67155105,-0.07220371,-0.2474393
1.7105786,-0.39517513,1.4925284
-0.28001416,-1.6592672,0.9035753
0.19221303,-1.1083117,-0.49200216
-1.2328099,0.9596434,-0.74169755
1.8809566,1.0361574,-1.6206884
1.0776962,-0.7108038,-0.64155096
0.26733604,0.27391976,1.3875508
-0.8877912,-0.97216815,-0.30256847
0.19337466,0.006701809,-0.92765445
-0.52517676,-0.62403613,0.69339293
1.2249814,-0.0084457435,0.8898167
-0.9876106,-0.941578,0.058782138
-0.78271836,1.0596944,0.96584994
1.7485558,-1.8299208,-0.141911
-0.46587068,-0.11062645,-3.517233e-05
-0.29584444,-1.5470312,0.34631535
0.32799855,-1.212421,-0.065382324
-0.37194526,1.726587,-0.5224165
-1.7641011,1.0555704,-0.5814915
-1.8886127,0.780554,-0.99244064
-1.4504842,1.8892281,-0.20647901
1.6479241,-1.3350904,-0.8394529
0.41768348,0.7729544,1.3419985
-0.68588006,-0.23992345,-0.85255855
0.048119716,0.050104763,-0.589145
0.23173213,0.32028922,1.1651314
-0.7802805,-0.22765733,-0.6051278
-0.5587374,0.22268128,-0.4549155
-1.0145674,-0.44284552,-2.657861
-1.3932214,-0.10719787,0.38565767
-1.1194013,1.250761,0.006472066
0.29023612,-1.2039232,-1.5939268
0.5617093,-0.39131758,-0.6972571
0.71414834,-0.7087908,-0.5238342
0.5548663,0.80364794,1.3880684
-2.2315772,-0.53374887,-0.12779462
-0.66362125,0.585514,-0.14616767
0.03380718,-0.6888249,0.1725283
0.7310175,0.27306196,0.91617996
-2.0570161,1.0457585,-0.9502712
0.83038354,0.3982887,-0.013772063
1.9403912,0.7956634,0.91830444
2.063416,1.8414124,0.97608835
-1.02505,1.9839842,2.0214455
0.8661786,0.97014755,0.5182913
1.3075134,0.3275648,0.72126687
1.1108638,-0.0049755513,0.80831784
1.0360942,-0.7583544,0.1753403
-2.4507167,0.8241702,-1.5346062
-0.20415404,1.378087,-0.80871433
-2.0210547,0.511901,-0.28171068
0.8319459,0.05461632,0.19711262
-0.49860132,-0.59439623,-1.0477166
0.9403697,1.3100073,1.9809233
0.58289087,-0.60695046,0.7302819
-1.017322,0.59952825,-1.2074509
-0.87655634,0.17195822,-0.4551609
-0.49193966,0.7027847,-0.13197808
-1.0258964,-0.014825683,-0.9650085
-1.3730223,0.5706194,1.3535193
1.1527826,-1.8796932,1.4315772
0.7855918,-1.0592059,1.5103927
1.0642056,-0.26626173,1.579025
-0.70414734,-0.19572711,0.6175458
-1.1419314,-0.495157,0.5851248
0.6045973,-2.2551248,0.56361854
-1.2310207,0.48719758,-0.37276772
-0.9535185,-1.4935269,0.20666069
-1.4763335,-0.8255215,0.43292305
-0.49124336,0.19429359,-1.2491319
0.40777624,-1.3839563,0.31396213
-0.2293753,-1.3318657,-0.8449815
0.2549493,0.03964286,1.5621411
0.8900835,-1.9259548,0.41034284
1.0681099,-0.6670119,0.21874714
-0.46877915,1.7869245,-0.980879
1.2038497,0.12827224,1.0569861
-0.7331307,1.0947924,0.3614864
-0.29949006,0.0552984,-0.8545868
-0.28671512,-0.47881502,-1.5699878
-0.28856543,-0.54226875,1.5041777
0.017641867,-0.723126,0.715012
0.6242921,0.9109746,1.3382857
0.75270313,0.19996321,-0.5818675
0.56937647,-1.2322834,0.14232323
0.7077492,0.119851485,-0.7212681
-2.207534,1.4435493,1.396122
-0.8528111,0.7638821,-0.9439876
1.1053646,-0.71694773,0.8519049
-0.94964707,-0.14016005,0.14072809
-0.1273433,-1.1006178,-0.9826228
1.2506129,-1.7697433,-0.74749035
-1.0670837,-1.8128095,-0.93216616
-0.8668447,-0.3959202,-0.34216216
0.19242753,-0.17961833,0.94504815
0.4692738,0.15008685,0.6698393
0.6720654,0.18789898,0.8666574
0.57597953,0.0639699,1.0933831
-0.9335683,-0.3099001,0.17464653
0.90809864,0.23830816,0.45715985
0.97575676,0.63174224,1.7753303
0.7241097,-1.5197668,1.7272471
0.2671549,-0.42119545,1.105605
-0.27009797,0.17493021,0.910047
0.37245277,-0.66863877,-0.3280674
-0.8699492,-0.124603756,0.39869282
-0.61568886,-1.1896712,-0.7093159
-1.2854702,-2.297793,-1.2944356
0.12228743,-0.6620432,-1.7784278
-0.2510259,0.90116197,1.2088058
-0.578206,0.48530957,0.61158735
-0.54893327,-0.6008298,-1.281316
-0.192859,1.3449423,-1.5076752
-0.42492676,-1.0361348,0.79612106
0.29388526,-1.5701993,-0.1089847
1.3701512,0.20316473,-0.16962454
-0.7478278,1.8381147,-1.3739443
1.3291181,0.11500344,0.25074223
-1.872348,-0.41241032,-0.18073714
-0.88046104,0.15193143,-0.39549187
-1.9276847,0.67081356,-0.47213626
-0.92977524,-0.43982223,0.3260713
1.4514066,-0.47897336,1.6864357
2.4851923,-0.7336054,1.257959
1.0616068,-1.11139,0.8890263
0.16734232,-1.7728987,-1.2744813
0.84400046,-0.7907908,-1.5938008
-1.4545002,-0.44440255,0.11594959
1.7761203,0.39601734,0.09204549
-1.8132159,0.022201907,0.013814244
-2.844767,-0.35416993,0.7258148
-0.44123244,1.1721184,-1.4049988
-0.21594594,-0.4541298,0.1151605
1.5035754,0.8561218,1.4609157
-1.9667374,1.0246613,0.4979286
-0.5171275,0.8003441,0.0063121207
-1.5829238,1.5393718,-3.272327
-0.4550933,0.15947242,0.9659547
-0.58767945,0.92628044,-0.6979024
1.3871584,-0.47286025,0.2519245
-1.7178792,-1.287362,-1.0362808
-2.4624908,-1.052072,-0.19740719
0.22071019,0.6099513,0.43411994
0.1516282,-0.36399648,0.36050203
-0.30496433,-0.24106207,-0.7489223
-1.2407751,1.4893465,-0.34710518
-0.7764614,1.909501,-0.15268236
-1.3856109,-0.21223646,0.45014262
1.2283174,-0.6978219,-0.04303832
-1.6609085,-0.09526668,-2.0609324
1.2639805,-0.18071684,1.4427657
-0.5597508,-0.6896607,0.42324945
1.0336711,-2.1197355,0.9462352
-0.20085052,0.04298305,1.3595726
-0.6949066,-1.4769573,1.833591
-0.903647,0.069387875,0.34664762
-1.4069797,-0.29769835,0.15538669
0.13429825,-0.51088345,-1.1470921
-1.6251293,1.1297295,-0.9782411
-0.81325585,-0.020923546,0.187495
-1.6067488,-0.08434385,1.7577682
0.35903564,-1.0778022,-0.8534407
-0.5412317,-0.76633227,-1.9853973
-0.46945095,0.4470056,-1.052659
0.47414663,2.4494665,-0.20076364
1.4781805,-0.2320273,1.7461886
-1.0158426,-0.23769976,-1.6835365
-0.47828096,1.829499,-0.23508811
-0.040351294,0.6518562,0.5453525
0.04544846,-1.1197474,-0.31863555
-1.7460829,-0.2004002,0.3897646
-0.7895726,0.9030273,1.59687
1.3217202,-0.49080345,0.45273414
0.5576438,0.18250741,-1.2329061
-1.1461552,-0.12885907,-0.629142
0.07390594,-0.37160042,1.3762518
-0.42213315,-0.7504125,0.9113807
0.07223823,0.8769662,1.549017
-0.23555732,-0.10978492,1.8722484
-1.3738124,-0.33786207,0.18289798
0.613044,-2.012812,-0.8423657
-0.43198103,1.8882546,-0.28453138
-1.3135206,0.9801292,-0.47941417
-2.2230804,2.6581383,-1.495755
-0.17855091,-0.39528894,0.19810587
1.0216732,-1.8124297,-1.5239305
0.75628006,1.3875357,0.460648
-0.5403913,-0.06275405,0.2706539
-0.9745609,-0.08331963,0.6376961
0.017752165,-0.29425484,1.6500059
0.9394455,0.18703571,0.26636252
-0.3652115,-0.76850325,0.40006414
0.5341908,-0.51403296,-0.7179516
0.6810063,-1.7257526,-0.55414337
0.14116485,-0.52442443,-0.5702737
-0.45201442,-0.030110106,0.33392355
0.89755845,0.84284323,0.32957438
-0.7785952,-0.567259,-3.096467
-0.86935353,-0.15490274,-0.3419439
1.2038256,-0.81172866,-0.6241561
0.08257069,-0.81915915,-0.19047624
0.88633305,-0.014398772,1.7359991
-0.88149184,-0.68663484,-1.2288768
0.9030926,0.12515289,0.39154708
0.3305149,-0.17413564,1.0308589
0.1298635,1.1546441,0.44376907
-1.9258956,0.6642152,0.9045363
-0.6377174,0.24211963,-1.1919472
-0.45290124,1.4368865,0.6201058
-1.0506344,-0.25384477,0.014281806
1.696122,-1.5571902,2.0444925
0.7943178,1.6721375,0.44716212
-1.1308779,0.22557752,-0.30073625
0.030485267,-1.5688058,-1.0218879
1.1131121,0.42751512,0.08134622
-0.91776556,0.3954145,0.5457106
-1.3192233,0.35898533,-1.7633775
0.17185798,-0.97744364,1.1350111
-0.52558506,0.18279731,-0.68643695
-0.13511793,-0.5789917,-0.686413
-0.048571296,0.4927095,-0.5078927
-0.20248383,-1.2340243,0.77876025
0.09592255,-1.5068476,-2.5658243
-1.5263427,0.5435104,0.08415475
-0.13720304,-1.8069559,-0.6142621
0.8357866,-1.1336201,-0.44945604
-0.24735436,0.10125335,-1.939364
0.20972416,-0.8418396,0.5211597
-0.34264135,-0.31704104,-0.08113783
-1.1178368,-0.10804886,0.4134462
0.23719338,1.1910034,-0.9535648
1.2675301,-0.54021883,-0.006068513
2.2982771,-0.19006532,0.9348094
0.24809808,0.10445957,-0.10098332
-0.14927346,1.6100109,-0.023627613
-0.8761352,1.4850466,1.5508513
-0.23082937,1.0998944,0.22122532
-0.09025981,-0.56302077,-0.4579251
0.41554698,-1.0007366,-1.0608282
1.9809728,-1.0023994,1.3956449
-1.2310969,0.3359399,-0.62500316
0.49931002,-1.8359852,-0.038137928
0.8684053,-1.3015852,-1.936929
0.9145899,0.10644509,0.6941744
-1.5239388,-0.07109261,0.101896554
-0.9276953,0.5805489,-0.1980842
-1.3059274,-0.22159663,-0.6501606
-1.6332512,0.7879655,0.3522146
1.1346588,-1.0150889,-1.1408436
-1.2585888,0.95723635,1.5032022
-0.4833306,-0.7757676,0.5910431
-0.6991539,-1.7118186,1.2835507
0.016707236,-1.2399195,-0.945133
0.0478551,1.8184526,0.028413422
-1.4489449,0.0146765,0.35252735
-0.2953761,-1.4797612,-0.06720324
-0.12929294,-0.97243065,-2.5557396
0.47218567,-0.24004239,-0.42621577
-0.37711525,0.23701197,-0.15225855
0.16422793,-2.4040885,-0.48850104
0.9658359,-1.1855599,-0.9238958
1.2832338,-0.46076176,1.0044541
-0.961911,0.46302983,1.2339623
-0.03811174,-0.30747873,0.58730024
-0.040552728,-1.1354879,0.08378174
-0.1541739,-0.7394058,-0.1768572
-0.14859375,-1.1842175,0.5832961
1.1627473,-0.7038334,0.48418728
0.72375715,-0.19356374,0.6971148
-1.2769657,1.4374185,-1.1267968
2.4406824,-0.19366848,-0.089181624
-0.14818424,0.1644823,-0.3606862
0.14497225,-0.42656696,-1.090272
1.6889725,-0.9650264,-0.43341777
-1.2730647,-0.51976264,-0.94221145
-1.2928534,0.70258915,-0.8547191
-0.7353286,-1.4486935,-0.16161558
0.7864638,1.3898315,-2.025299
-0.37035364,-1.1328713,1.144485
0.19392332,-1.375495,0.41054136
0.8217475,0.71041936,-1.1559618
0.8979317,-0.15471405,-1.910882
1.4833118,-1.2584937,-0.22606418
0.044728436,0.6697101,0.5199647
0.7704192,-0.727078,-1.9377205
-1.5243186,-0.06798085,-0.20938817
-0.66970766,-0.0031600925,-0.41662043
1.659675,0.81885904,0.62820107
-0.6521732,-0.51148707,0.2985593
1.0825702,-1.2943684,-0.06416854
0.26160523,-2.409057,0.060964935
0.7702501,-0.78617877,0.18795207
-1.0140849,1.4969914,1.4796915
-0.5997962,-0.18203413,-0.02528542
0.8439432,-2.33593,0.23969936
0.5922536,-0.71285355,0.43843874
-0.23895007,-0.24349037,0.6414514
0.075035624,-0.5150005,1.3829699
-1.6776003,-0.26676306,0.16518572
0.033812992,0.00425534,1.4020522
1.1354394,-0.0046575274,0.24431565
-0.24749225,-0.6304977,-0.7283076
-0.5902178,0.631648,1.8408666
0.2558542,-0.542518,-0.3245518
-1.6725811,-0.56115663,0.4870263
1.3472891,0.05031958,-0.21145263
-0.8915509,0.71290094,0.05844932
1.1626811,-0.5078923,-0.1788294
-0.10482634,0.14606008,1.4116466
1.604725,1.182951,-0.33998
-1.304724,-1.2086618,-0.7494392
0.95579946,-0.25923187,-1.0240382
0.9629441,-0.46699467,0.8611899
-1.308687,-1.1466491,-0.6422543
1.2315044,-0.2451938,2.2682838
1.4128238,0.1046037,1.1642368
0.45877695,0.20998204,0.86671746
-0.43275058,-1.3981829,0.41877076
1.7203974,-1.0140853,0.78554946
0.48405465,-0.40519652,-1.5882038
0.52441317,-1.7650237,-1.1693083
-1.8164753,0.83435965,-0.018007604
-0.110233374,2.8999822,0.74669284
-0.09956951,-1.4265509,1.4691476
1.88208,-0.79723054,1.4024302
-1.0913178,0.9881961,0.8629691
0.6375712,0.9793821,-1.3047036
1.531055,-0.2820424,0.42119506
0.78472567,-2.0486398,-0.3668562
-0.643681,-1.0198168,-0.23773798
1.0372016,0.81592983,-0.1564973
0.19060534,-1.239845,1.0120066
-0.73560506,-2.435971,-0.6036913
0.047491588,-0.16831249,0.80495995
-0.24086761,-0.9741126,-0.35288784
1.4130279,-0.7411499,0.627948
-0.9846704,-0.8899694,-0.6112407
-1.3411957,1.2650757,1.7790437
-0.1657041,-1.7399049,0.2778573
0.109118186,-2.2545183,0.60880023
0.96368885,-0.79313874,-1.0991552
0.39180112,-2.1245058,0.4888812
-0.27556846,1.1030766,0.47089136
-0.5927874,0.43955228,-0.4045346
0.65658027,-1.2770329,-0.7914587
-0.30265105,1.0341696,0.31940553
0.91326463,1.80493,1.4171233
-0.30199787,0.49541786,-0.46668145
1.0447216,-0.8245277,0.54722077
0.5207306,-1.915944,1.1066175
-0.3084334,1.2446632,0.80824697
0.98331285,-1.3514884,-2.2968447
1.9011835,0.73103863,1.4323606
-0.81262684,0.66595316,-1.7551117
0.19645143,0.088840775,-0.37985593
0.34808335,-1.1437459,1.5520097
-0.7395858,-1.5233713,0.39356878
-0.6329712,0.35284895,-0.4198925
-0.58183694,0.7515537,-0.104903616
-0.7098555,0.082585074,1.3751819
0.3810087,0.4303466,-2.3410258
-0.42099398,0.8759989,0.26189432
-3.3864033,1.1840835,1.686274
-0.93099916,-0.5146867,0.35430822
-1.4993026,0.81782365,0.751985
0.19986376,-0.16903137,-0.27303088
1.0117575,0.3251917,1.2763834
0.9345881,0.45414248,1.2333612
1.079277,-1.6888344,-0.040755525
1.4234354,-2.6835117,-1.6273155
-1.753833,0.34939972,-0.5567499
-1.6765884,0.29941905,0.5902906
-1.0720228,-0.5472941,1.0420932
1.8757969,-0.4193283,1.2677271
0.079649456,-0.698521,-2.3284829
0.92959756,-0.48668018,0.9714705
-0.36647236,-0.5000852,-0.06466708
2.7383666,-0.26641926,0.2974977
-1.0071439,-1.2406214,1.0714169
-0.49773896,0.18803236,-1.4992026
0.68298364,0.2533649,0.9389305
-0.7078098,-0.83622634,-0.055780597
0.8082365,0.23285079,0.96514195
-0.29576436,-0.656182,0.78544706
0.351152,-0.20235215,-0.2954893
0.7031728,-1.2052767,0.5455591
0.92437136,-1.4393001,-0.9195928
1.4899939,-0.9544317,0.59431237
-1.6409122,0.49209264,-0.14420429
0.40451545,1.1861339,0.28208247
-1.1988,-1.6514609,-0.19882128
0.48819813,-0.15713161,0.83637744
0.07742088,-1.7462873,1.361903
0.4313091,-1.9486415,-0.5386856
-1.4888043,-0.012430437,0.090425745
-1.9375546,-0.9049638,1.5950524
0.35922623,-0.8575798,0.8125074
-0.46774238,-0.20610154,0.6110199
-1.2449799,1.256519,-1.1300416
-0.51761687,-0.6953665,-0.090406746
0.98805183,0.028235,1.6011686
0.3351493,0.38181826,0.2794316
-0.37979835,-0.19811474,1.1784124
-0.37798244,-0.5401688,-0.07857936
-1.1144581,0.986128,-2.0672626
2.3997223,-0.57180077,-0.501169
0.24935465,-1.7454629,-0.6485161
1.3765827,1.354336,-0.8944946
-1.2611475,0.9541282,-1.3945357
-2.004459,0.24639949,1.8910763
-1.5705932,1.2160735,0.12881705
-0.30020612,-0.22459225,1.3842323
0.52335364,-0.23677345,-1.9416969
-0.058145918,-0.6754983,-0.7879558
0.45222837,-0.16115962,1.0242438
1.0851766,-0.24515742,0.26408258
0.29484555,0.040460806,-0.029346574
-1.0213429,-0.27275655,1.1793295
-1.0788019,0.6340528,-1.2886014
0.5163492,0.60457814,1.4869897
-1.5178837,0.5630518,0.901686
-1.2999192,-0.15582345,0.45557007
0.5218551,0.07247785,-0.49848923
-1.3051487,2.0510058,-0.36353526
-0.34591544,-0.603386,0.12471474
-0.4711905,1.9163446,0.4802777
1.4957731,-0.85711616,-0.0077654496
-0.24013847,-0.3415119,-1.5945536
-2.0126414,-0.5891287,-0.25264552
0.22329073,0.19978333,-0.12634632
2.010263,0.9756196,0.019676603
-2.0624862,-0.03754377,1.2558861
-0.31970218,-0.98687416,-0.7431627
-0.017126834,0.061003055,1.016329
0.40929168,-1.7090409,-0.043499418
1.1425453,-3.4770486,0.024103485
-0.9453048,1.5249037,0.014160536
0.1688939,-0.5890007,-1.6198444
-0.6490725,-1.8571651,0.480334
0.3657845,0.47270393,2.3571234
0.26607344,-1.0726166,-0.88390076
1.589385,-0.9656094,0.050078698
1.2278031,-0.1956914,1.187074
-0.45402128,1.0935484,1.2287207
-0.7511425,-0.9168796,-0.44888058
0.52215105,0.12697831,0.7870541
-1.3255093,0.6328454,0.5042952
0.8825623,-0.6155444,0.4223322
0.41328204,-0.4278467,-0.03325577
0.24343628,-0.86614996,-1.3416202
-1.5111846,-0.28663757,-1.2151966
1.5020698,1.2220509,-0.31346932
0.28610003,0.9953411,1.0888503
-0.48244035,-0.2533032,0.3280821
1.6104714,0.04054616,0.61346424
-1.0440056,1.6499064,0.6273511
-0.19873142,-1.0992687,-0.13932851
-0.24139673,0.7819527,0.55268246
-1.6671036,-0.66717786,-1.3742449
-0.8898365,-0.20204408,0.48483804
-0.422747,-0.9611738,-0.26609737
1.130767,-0.34850067,-2.5266905
2.1897233,-0.32741818,0.9881347
1.2560388,-0.7894811,-0.38039616
0.36471298,-0.8834359,-3.0963326
-0.016018575,-1.1072483,0.4085798
-1.0612924,1.4986534,-0.82030636
0.06263278,-1.6961157,-0.56656176
-0.05431629,1.4691663,1.4258138
-0.96374667,-1.0153875,-0.5025778
0.63181704,1.2416623,-0.9164874
1.3597109,-0.48550224,1.9768426
-0.2085532,0.65974075,-0.6671763
0.7675764,0.5540057,0.5278932
1.2193676,1.8150526,1.9363692
1.2887698,-0.24356122,-0.55129546
0.70012796,-0.0380938,1.002353
-1.5862751,-0.17220098,0.24615508
-0.56507635,-0.06507053,0.7083929
0.36215058,-0.9592661,-0.28697985
-0.35317922,-0.50952846,0.8151546
-0.710686,1.0692694,1.402955
-1.135861,0.36085045,-0.0866792
-1.1528859,0.6671104,-1.2481306
1.0976198,0.3125773,0.660314
1.6929,0.11595459,0.6805952
-1.2286218,-0.64886504,0.09724305
0.7777533,-0.6814613,0.049453042
1.2393508,-0.65912336,1.3116195
0.031121964,-0.9864158,-0.84715515
-0.5497393,-1.5998125,-0.33795092
-0.6437902,0.75132066,-0.67023236
0.7487309,-0.07378497,-0.7559466
-0.26143625,-1.2843325,-0.7746191
0.36326623,-1.2825135,0.09764446
-0.60296214,1.3199172,0.7430991
-0.6490596,0.17160027,-0.021504305
0.44508517,-0.31050578,-0.6048527
0.17809777,1.4169681,-0.52459294
1.5232452,-1.3068315,-0.23181349
-0.44199395,-0.8361606,-0.5925895
0.17730844,-1.3701307,-0.34364983
0.4598651,-0.52989614,1.6337291
-0.9901465,-0.56333745,0.35404822
-0.26729155,-1.0926359,0.16022494
0.8687952,1.2957081,0.05212833
-0.49766576,0.6969381,1.1098986
0.3975857,-1.8690212,-1.0420425
1.3660405,-1.1304749,0.6137723
-2.0442996,-0.49288034,0.34222153
0.664347,1.2946453,0.8020483
-1.2981473,0.6392713,-0.31805244
0.99325895,-1.4235754,-1.6336805
0.8273127,0.8093132,1.0358568
-0.34044236,-0.29995093,0.3729976
-1.0896523,-0.39069697,-1.0242007
2.079389,0.52733916,3.4240308
-1.5729984,-1.2246058,-0.58376366
0.5057448,-1.8543158,0.18150565
1.4872293,-0.4513178,0.56850666
1.8119622,-0.27856746,-1.7729244
0.648884,-0.7372744,-1.7467446
-0.11598965,-0.6033253,0.19611996
-0.5008966,-1.3311838,0.44471833
1.142092,-0.9969891,-1.1937319
0.48792842,-1.0426489,-0.57511026
0.08148327,-0.21481173,1.1903731
-0.34747964,-0.8380582,-1.0855439
0.023915285,3.4776304,0.9514124
-0.83503056,1.9040563,1.3976395
-1.1675538,-0.1393086,0.8086942
1.594702,1.1524065,0.7960152
-0.53373015,1.8744483,0.7005606
1.2557834,1.039378,1.5618517
-0.34355938,1.5869629,0.53643906
-0.31585097,-0.27473298,-0.1795252
-0.5581494,0.26720017,-0.9503495
-1.0265448,0.52771705,1.6818414
-0.7862198,0.7981306,-0.29280785
0.50226456,-0.29136786,-0.9900417
-1.1432967,0.3533881,0.33827558
0.17297018,-0.897324,1.1706526
-0.0739019,-2.1717048,0.75931627
-1.1482011,0.12721822,-0.17820051
0.030876571,-1.1983075,-1.4520862
-1.9922997,0.22371103,-0.20641062
1.608081,-0.13802147,1.0032516
-0.47334096,-0.40731612,-1.0208458
1.7933427,0.82651585,0.93314993
0.36053628,0.41359675,-0.22512034
-0.5973066,-1.5069556,0.4605002
-0.6002293,1.1318274,-0.7813914
-0.4671288,-0.66317594,0.27539927
-0.92163,-0.25869292,0.27202043
0.04231111,-0.78089106,-0.047214217
0.26364875,-1.8941715,-1.2262856
-1.400121,0.1849757,-0.6692627
